epoch,train_loss,train_crop_acc,val_loss,val_crop_acc,val_crop_f1,val_clip_acc,val_clip_bal_acc,val_clip_f1,val_clip_auroc,val_clip_auprc
1,0.5622823283785865,0.669047619047619,0.39595001644812766,0.7738095238095238,0.8450244698205547,0.8,0.75,0.8571428571428571,0.9,0.9526995498462891
2,0.4884681473885264,0.7348214285714286,1.225358142896935,0.36666666666666664,0.15822784810126583,0.36666666666666664,0.5,0.17391304347826086,0.445,0.6937245500100784
3,0.42509440020436334,0.8020833333333334,0.3900485259515268,0.7904761904761904,0.8603174603174604,0.8666666666666667,0.8,0.9090909090909091,0.935,0.9697666801274285
4,0.3776736421954064,0.8142857142857143,0.5214946788770182,0.75,0.8270181219110379,0.7333333333333333,0.65,0.8181818181818182,0.86,0.9342417635046947
